Text,Sub-task A
kabir singh aggressively chases maid assault her. takes knife girl refuses sex him. he also enters preeti's classroom & announces front everyone property. ye sab problematic behavior hai. issa ka behavior ko glorify karna ya phir anger issue keh ke pass kar dena sahi nhi hai. do idea extent crime women india? these movies promote asshole type entitled behavior & way responsible violence women. so called liberals ki moral values ko judge karne se pehle khud ki values ko evaluate karo okay these. there reason india one worse countries world women. think aur apne iss fake victimhood se bahar niklo.,OAG
arun bhai read review hindustan times even cud feel happiness inside feeling horrified ultre feminist reviewer god deserve slaps,OAG
prakash bhai read review hindustan times even cud feel happiness inside feeling horrified ultre feminist reviewer god deserve slaps,OAG
anand bhai read review hindustan times even cud feel happiness inside feeling horrified ultre feminist reviewer god deserve slaps,OAG
vijay bhai read review hindustan times even cud feel happiness inside feeling horrified ultre feminist reviewer god deserve slaps,OAG
kamal bhai read review hindustan times even cud feel happiness inside feeling horrified ultre feminist reviewer god deserve slaps,OAG
,OAG
|,OAG
-,OAG
=,OAG
/,OAG
"bro movie is movie. see at as a movie. and we only like this movie because the acting of shahid was very good. and people atleast got know self harm anyone. and atleast struggle movie people get disastrous break up. all girls brainless creatures main story every girl first start loving fucker dont respect ditch her, they openly say shitty mouth boys same. person genuinly like krta h usse vo banda intrest hi nhi marta. so 14 - 20 yr old nibbis even nibbas mad. stay away relation ship years coz rarely anyone know wants. girls mad. stay away much possible. dont follow blindly. let whatever want coz even dont know want. they r fucking idiots.",OAG
"bro movie is movie. see at as a movie. and we only like this movie because the acting of shahid was very good. and people atleast got know self harm anyone. and atleast struggle movie people get disastrous break up. all girls brainless creatures main story every girl first start loving fuck. dont respect ditch her, they openly say shitty mouth boys same. person genuinly like krta h usse vo banda intrest hi nhi marta. so 14 - 20 yr old nibbis even nibbas mad. stay away relation ship years coz rarely anyone know wants. girls mad. stay away much possible. dont follow blindly. let whatever want coz even dont know want. they r fucking idiots.",OAG
"bro movie is movie. see at as a movie. and we only like this movie because the acting of shahid was very good. and people atleast got know self harm anyone. and atleast struggle movie people get disastrous break up. all girls brainless creatures main story every girl first start loving fuck, dont respect ditch her, they openly say shitty mouth boys same. person genuinly like krta h usse vo banda intrest hi nhi marta. so 14 - 20 yr old nibbis even nibbas mad. stay away relation ship years coz rarely anyone know wants. girls mad. stay away much possible. dont follow blindly. let whatever want coz even dont know want. they r fucking idiots.",OAG
"bro movie is movie. see at as a movie. and we only like this movie because the acting of shahid was very good. and people atleast got know self harm anyone. and atleast struggle movie people get disastrous break up. all girls brainless creatures main story every girl first start loving fucks dont respect ditch her, they openly say shitty mouth boys same. person genuinly like krta h usse vo banda intrest hi nhi marta. so 14 - 20 yr old nibbis even nibbas mad. stay away relation ship years coz rarely anyone know wants. girls mad. stay away much possible. dont follow blindly. let whatever want coz even dont know want. they r fucking idiots.",OAG
"bro movie is movie. see at as a movie. and we only like this movie because the acting of shahid was very good. and people atleast got know self harm anyone. and atleast struggle movie people get disastrous break up. all girls brainless creatures main story every girl first start loving fuckers dont respect ditch her, they openly say shitty mouth boys same. person genuinly like krta h usse vo banda intrest hi nhi marta. so 14 - 20 yr old nibbis even nibbas mad. stay away relation ship years coz rarely anyone know wants. girls mad. stay away much possible. dont follow blindly. let whatever want coz even dont know want. they r fucking idiots.",OAG
she thrashed harder. how indians argo granted,OAG
she thrashed harder. how indians arouse granted,OAG
she thrashed harder. how indians arred granted,OAG
she thrashed harder. how indians arned granted,OAG
she thrashed harder. how indians arn granted,OAG
the issue audiences eg europe celebrity worship actor played ss nazi schindler list. unlike indian audience hero worship ranvir singh. terrorist drug addict ranbir sanju. now vile misogynist rapist druggged alcoholic kabir singh. until major audience culture treat women equally. these characters must abused reviews,OAG
the issue audiences eg europe celebrity worship actor played ss nazi schindler list. unlike indian audience hero worship ranvir singh as terrorist drug addict ranbir sanju. now vile misogynist rapist druggged alcoholic kabir singh. until major audience culture treat women equally. these characters must abused reviews,OAG
the issue audiences eg europe celebrity worship actor played ss nazi schindler list. unlike indian audience hero worship ranvir singh is terrorist drug addict ranbir sanju. now vile misogynist rapist druggged alcoholic kabir singh. until major audience culture treat women equally. these characters must abused reviews,OAG
"the issue audiences eg europe celebrity worship actor played ss nazi schindler list. unlike indian audience hero worship ranvir singh, terrorist drug addict ranbir sanju. now vile misogynist rapist druggged alcoholic kabir singh. until major audience culture treat women equally. these characters must abused reviews",OAG
the issue audiences eg europe celebrity worship actor played ss nazi schindler list. unlike indian audience hero worship ranvir singh played terrorist drug addict ranbir sanju. now vile misogynist rapist druggged alcoholic kabir singh. until major audience culture treat women equally. these characters must abused reviews,OAG
i know saying half mad.,OAG
you know saying half mad.,OAG
they know saying half mad.,OAG
no know saying half mad.,OAG
we know saying half mad.,OAG
i really appreciate. fuck police judges,OAG
we really appreciate. fuck police judges,OAG
""" really appreciate. fuck police judges",OAG
they really appreciate. fuck police judges,OAG
you really appreciate. fuck police judges,OAG
what actual fuck?,OAG
what actual fuck.,OAG
what actual fuck!,OAG
what actual fuck ;,OAG
what actual fuck...,OAG
good.... u r showing real world.... exposing the liberals,OAG
good.... u r showing real world.... exposing to liberals,OAG
good.... u r showing real world.... exposing american liberals,OAG
good.... u r showing real world.... exposing for liberals,OAG
good.... u r showing real world.... exposing liberal liberals,OAG
"dear pratik, not feminists liberals go extreme measures like putting men humanising terrorists not. the cultural values keep referring ruining woes even men's lives whole world especially india. need mention dowry, domestic violence, rapes, false rape accusations, lgbtq rights, mard ko dard nahi hota crap? you bashed two communities behaviour members exactly accused do. you hypocrite. you influencing huge amount people spread hatred. did know feminist actually means equality sexes manhating said? as review call slapping other, bashing partner's family, able confront dad forcing marriage another guy becoming independent woman ( a doctor! ), forcing girl knife point show body, drugs, smoking drinking excessively cannot deal breakup, performing surgury intoxicated heroic romance god bless you. god save you. sincerely, a feminist",OAG
"dear pratik, not feminists liberals go extreme measures like putting men humanising terrorists not. the cultural values keep referring ruining woe even men's lives whole world especially india. need mention dowry, domestic violence, rapes, false rape accusations, lgbtq rights, mard ko dard nahi hota crap? you bashed two communities behaviour members exactly accused do. you hypocrite. you influencing huge amount people spread hatred. did know feminist actually means equality sexes manhating said? as review call slapping other, bashing partner's family, able confront dad forcing marriage another guy becoming independent woman ( a doctor! ), forcing girl knife point show body, drugs, smoking drinking excessively cannot deal breakup, performing surgury intoxicated heroic romance god bless you. god save you. sincerely, a feminist",OAG
"dear pratik, not feminists liberals go extreme measures like putting men humanising terrorists not. the cultural values keep referring ruining wot even men's lives whole world especially india. need mention dowry, domestic violence, rapes, false rape accusations, lgbtq rights, mard ko dard nahi hota crap? you bashed two communities behaviour members exactly accused do. you hypocrite. you influencing huge amount people spread hatred. did know feminist actually means equality sexes manhating said? as review call slapping other, bashing partner's family, able confront dad forcing marriage another guy becoming independent woman ( a doctor! ), forcing girl knife point show body, drugs, smoking drinking excessively cannot deal breakup, performing surgury intoxicated heroic romance god bless you. god save you. sincerely, a feminist",OAG
"dear pratik, not feminists liberals go extreme measures like putting men humanising terrorists not. the cultural values keep referring ruining woi even men's lives whole world especially india. need mention dowry, domestic violence, rapes, false rape accusations, lgbtq rights, mard ko dard nahi hota crap? you bashed two communities behaviour members exactly accused do. you hypocrite. you influencing huge amount people spread hatred. did know feminist actually means equality sexes manhating said? as review call slapping other, bashing partner's family, able confront dad forcing marriage another guy becoming independent woman ( a doctor! ), forcing girl knife point show body, drugs, smoking drinking excessively cannot deal breakup, performing surgury intoxicated heroic romance god bless you. god save you. sincerely, a feminist",OAG
"dear pratik, not feminists liberals go extreme measures like putting men humanising terrorists not. the cultural values keep referring ruining woad even men's lives whole world especially india. need mention dowry, domestic violence, rapes, false rape accusations, lgbtq rights, mard ko dard nahi hota crap? you bashed two communities behaviour members exactly accused do. you hypocrite. you influencing huge amount people spread hatred. did know feminist actually means equality sexes manhating said? as review call slapping other, bashing partner's family, able confront dad forcing marriage another guy becoming independent woman ( a doctor! ), forcing girl knife point show body, drugs, smoking drinking excessively cannot deal breakup, performing surgury intoxicated heroic romance god bless you. god save you. sincerely, a feminist",OAG
"i want say things like,, who told watch movie,, i mean want watch go then,, people know already watching,,",OAG
"i want say things,,, who told watch movie,, i mean want watch go then,, people know already watching,,",OAG
"i want say things about,, who told watch movie,, i mean want watch go then,, people know already watching,,",OAG
"i want say things to,, who told watch movie,, i mean want watch go then,, people know already watching,,",OAG
"i want say things.,, who told watch movie,, i mean want watch go then,, people know already watching,,",OAG
i dislike librandu,OAG
they dislike librandu,OAG
we dislike librandu,OAG
you dislike librandu,OAG
people dislike librandu,OAG
"anywhere world locked up, in peace loving islamist country's stoned death. india giving up freedom scums like her.",OAG
"anywhere world locked up, in peace loving islamist country's stoned death. india giving them freedom scums like her.",OAG
"anywhere world locked up, in peace loving islamist country's stoned death. india giving away freedom scums like her.",OAG
"anywhere world locked up, in peace loving islamist country's stoned death. india giving her freedom scums like her.",OAG
"anywhere world locked up, in peace loving islamist country's stoned death. india giving us freedom scums like her.",OAG
she immediately shott deadd.,OAG
she immediately shott deadd ;,OAG
she immediately shott deadd!,OAG
she immediately shott deadd?,OAG
she immediately shott deadd |,OAG
i hate this mandol,OAG
i hate you mandol,OAG
i hate that mandol,OAG
i hate the mandol,OAG
i hate him mandol,OAG
* * women always stood standard. their standars high context men came self dont stand standdards * *,OAG
* * women always stand standard. their standars high context men came self dont stand standdards * *,OAG
* * women always were standard. their standars high context men came self dont stand standdards * *,OAG
* * women always held standard. their standars high context men came self dont stand standdards * *,OAG
* * women always kept standard. their standars high context men came self dont stand standdards * *,OAG
dur.,OAG
dur ;,OAG
dur!,OAG
dur |,OAG
dur?,OAG
the naive retarded females like a roy,OAG
just naive retarded females like a roy,OAG
not naive retarded females like a roy,OAG
and naive retarded females like a roy,OAG
a naive retarded females like a roy,OAG
dude i ’ m feminist i nothing describe feminist please clear there ’ s no real feminists pseudo self proclaimed feminist liberals. you cannot bucket us,OAG
dude i ’ m feminist i nothing describe feminist please clear there ’ s only real feminists pseudo self proclaimed feminist liberals. you cannot bucket us,OAG
dude i ’ m feminist i nothing describe feminist please clear there ’ s not real feminists pseudo self proclaimed feminist liberals. you cannot bucket us,OAG
dude i ’ m feminist i nothing describe feminist please clear there ’ s more real feminists pseudo self proclaimed feminist liberals. you cannot bucket us,OAG
dude i ’ m feminist i nothing describe feminist please clear there ’ s some real feminists pseudo self proclaimed feminist liberals. you cannot bucket us,OAG
"she lied before, not lying before. all dollars, sex worker better female, atleast disguise camouflage. shame this. scum bag.",OAG
"she lied before, was lying before. all dollars, sex worker better female, atleast disguise camouflage. shame this. scum bag.",OAG
"she lied before, never lying before. all dollars, sex worker better female, atleast disguise camouflage. shame this. scum bag.",OAG
"she lied before, no lying before. all dollars, sex worker better female, atleast disguise camouflage. shame this. scum bag.",OAG
"she lied before, always lying before. all dollars, sex worker better female, atleast disguise camouflage. shame this. scum bag.",OAG
"wow, can't believe idiot, uneducated illiterate people like you. people like ashamed justify cringiest scenes ever shot in bollywood cinema.",OAG
"wow, can't believe idiot, uneducated illiterate people like you. people like ashamed justify cringiest scenes ever shot for bollywood cinema.",OAG
"wow, can't believe idiot, uneducated illiterate people like you. people like ashamed justify cringiest scenes ever shot by bollywood cinema.",OAG
"wow, can't believe idiot, uneducated illiterate people like you. people like ashamed justify cringiest scenes ever shot at bollywood cinema.",OAG
"wow, can't believe idiot, uneducated illiterate people like you. people like ashamed justify cringiest scenes ever shot from bollywood cinema.",OAG
- mf,OAG
2 mf,OAG
1 mf,OAG
/ mf,OAG
& mf,OAG
"if kabir singh done things sister... would like it, encourage it, applaud it?",OAG
"if kabir singh done things sister... felt like it, encourage it, applaud it?",OAG
"if kabir singh done things sister... feel like it, encourage it, applaud it?",OAG
"if kabir singh done things sister... really like it, encourage it, applaud it?",OAG
"if kabir singh done things sister... acted like it, encourage it, applaud it?",OAG
"he says that's making video watching and course every boy like, girls like always dislike, it feminism.",OAG
"he said that's making video watching and course every boy like, girls like always dislike, it feminism.",OAG
"he thinks that's making video watching and course every boy like, girls like always dislike, it feminism.",OAG
"he is that's making video watching and course every boy like, girls like always dislike, it feminism.",OAG
"he like that's making video watching and course every boy like, girls like always dislike, it feminism.",OAG
slay.,OAG
slay!,OAG
slay ;,OAG
slay?,OAG
slay |,OAG
a hanged death encountered....,OAG
the hanged death encountered....,OAG
when hanged death encountered....,OAG
. hanged death encountered....,OAG
first hanged death encountered....,OAG
"i'm shocked watching ur reviews. how u say problem kabir singh's character. it extremely problematic, & let'l'm feminist.",OAG
"i'm shocked watching ur reviews. how u say problem kabir singh's character. it extremely problematic, & let me l'm feminist.",OAG
"i'm shocked watching ur reviews. how u say problem kabir singh's character. it extremely problematic, & letha l'm feminist.",OAG
"i'm shocked watching ur reviews. how u say problem kabir singh's character. it extremely problematic, & leth l'm feminist.",OAG
"i'm shocked watching ur reviews. how u say problem kabir singh's character. it extremely problematic, & letta l'm feminist.",OAG
"rubbish critical analysis, feminism sexual, gender equality employment, society home, nonsense. first u must understand concept feminism. study sociology, bade aaye pata hai nhi kuch, bkwaas kar rahe ho, kisi individual ka one physical relationship ho, personal thing, nothing, male chauvinist",OAG
"rubbish critical analysis, feminism sexual, gender equality employment, society home, nonsense. first u must understand concept feminism. study sociology, bade aaye pata hai nhi kuch, bkwaas kar rahe ho, kisi individual ka one physical relationship ho, personal thing, nothing about male chauvinist",OAG
"rubbish critical analysis, feminism sexual, gender equality employment, society home, nonsense. first u must understand concept feminism. study sociology, bade aaye pata hai nhi kuch, bkwaas kar rahe ho, kisi individual ka one physical relationship ho, personal thing, nothing and male chauvinist",OAG
"rubbish critical analysis, feminism sexual, gender equality employment, society home, nonsense. first u must understand concept feminism. study sociology, bade aaye pata hai nhi kuch, bkwaas kar rahe ho, kisi individual ka one physical relationship ho, personal thing, nothing like male chauvinist",OAG
"rubbish critical analysis, feminism sexual, gender equality employment, society home, nonsense. first u must understand concept feminism. study sociology, bade aaye pata hai nhi kuch, bkwaas kar rahe ho, kisi individual ka one physical relationship ho, personal thing, nothing for male chauvinist",OAG
feminist equal ;,OAG
feminist equal.,OAG
feminist equal?,OAG
feminist equal!,OAG
feminist equal |,OAG
are the pig's pichwada...... mc,OAG
are you pig's pichwada...... mc,OAG
are a pig's pichwada...... mc,OAG
are called pig's pichwada...... mc,OAG
are - pig's pichwada...... mc,OAG
right wing praising bad movie called feminist silent movie. ho kya raha hain. i kattar sanghi movie,OAG
right wing praising bad movies called feminist silent movie. ho kya raha hain. i kattar sanghi movie,OAG
right wing praising bad film called feminist silent movie. ho kya raha hain. i kattar sanghi movie,OAG
right wing praising bad girl called feminist silent movie. ho kya raha hain. i kattar sanghi movie,OAG
right wing praising bad news called feminist silent movie. ho kya raha hain. i kattar sanghi movie,OAG
ranu,OAG
king ranu,OAG
dai ranu,OAG
- ranu,OAG
li ranu,OAG
losing traditional liberal cause fucking liberal..,OAG
losing traditionalist cause fucking liberal..,OAG
losing traditional political cause fucking liberal..,OAG
losing traditional conservative cause fucking liberal..,OAG
losing traditional democratic cause fucking liberal..,OAG
this is cancer,OAG
what is cancer,OAG
it is cancer,OAG
love is cancer,OAG
he is cancer,OAG
girl.,OAG
girl!,OAG
girl ;,OAG
girl?,OAG
girl |,OAG
"if women shown sexual relations problem u. then fake faminism. but kabir singh shown womeniser good movie. if women shown drinking bad cultural values kabir singh shown drinker smoker proud movie. kabir singh threatening everybody preeti lady, nobody come close thats morally right thing acc. you. wow, hypocrisy. i know movie negative side kabir singh unfortunately side kabir singh highlighted stylished misogynistic way. in film one thing clearly shown women like look dominating possessive lovers. if role based women u obviously problems, see unculturable non traditional thing. why women always shown submissive roles. 99 % movies india based male point view 1 % movies based female point view, liberties, everybody problem that. this true hypocrisy. atlast want say.. purely opinion point view. you may agree let be. but please atleast think it.",OAG
"if women shown sexual relations problem u. then fake faminism. but kabir singh shown womeniser good movie. if women shown drinking bad cultural values kabir singh shown drinker smoker proud movie. kabir singh threatening everybody preeti lady, nobody come close thats morally right thing acc. you. wow, hypocrisy. i know movie negative side kabir singh unfortunately side kabir singh highlighted stylished misogynistic way. in film one thing clearly shown women like look dominating possessive lovers. if role based women u obviously problems, see unculturable non traditional thing. why women always shown submissive roles. 99 % movies india based male point view 1 % movies based male point view, liberties, everybody problem that. this true hypocrisy. atlast want say.. purely opinion point view. you may agree let be. but please atleast think it.",OAG
"if women shown sexual relations problem u. then fake faminism. but kabir singh shown womeniser good movie. if women shown drinking bad cultural values kabir singh shown drinker smoker proud movie. kabir singh threatening everybody preeti lady, nobody come close thats morally right thing acc. you. wow, hypocrisy. i know movie negative side kabir singh unfortunately side kabir singh highlighted stylished misogynistic way. in film one thing clearly shown women like look dominating possessive lovers. if role based women u obviously problems, see unculturable non traditional thing. why women always shown submissive roles. 99 % movies india based male point view 1 % movies based feminine point view, liberties, everybody problem that. this true hypocrisy. atlast want say.. purely opinion point view. you may agree let be. but please atleast think it.",OAG
"if women shown sexual relations problem u. then fake faminism. but kabir singh shown womeniser good movie. if women shown drinking bad cultural values kabir singh shown drinker smoker proud movie. kabir singh threatening everybody preeti lady, nobody come close thats morally right thing acc. you. wow, hypocrisy. i know movie negative side kabir singh unfortunately side kabir singh highlighted stylished misogynistic way. in film one thing clearly shown women like look dominating possessive lovers. if role based women u obviously problems, see unculturable non traditional thing. why women always shown submissive roles. 99 % movies india based male point view 1 % movies based gender point view, liberties, everybody problem that. this true hypocrisy. atlast want say.. purely opinion point view. you may agree let be. but please atleast think it.",OAG
"if women shown sexual relations problem u. then fake faminism. but kabir singh shown womeniser good movie. if women shown drinking bad cultural values kabir singh shown drinker smoker proud movie. kabir singh threatening everybody preeti lady, nobody come close thats morally right thing acc. you. wow, hypocrisy. i know movie negative side kabir singh unfortunately side kabir singh highlighted stylished misogynistic way. in film one thing clearly shown women like look dominating possessive lovers. if role based women u obviously problems, see unculturable non traditional thing. why women always shown submissive roles. 99 % movies india based male point view 1 % movies based on point view, liberties, everybody problem that. this true hypocrisy. atlast want say.. purely opinion point view. you may agree let be. but please atleast think it.",OAG
that ranu. that panu mondal,OAG
that ranu and that panu mondal,OAG
"that ranu, that panu mondal",OAG
that ranu - that panu mondal,OAG
that ranu ; that panu mondal,OAG
chi ranu di..... shame u,OAG
chi ranu di.... i shame u,OAG
chi ranu di.... shame u,OAG
"chi ranu di...., shame u",OAG
chi ranu di.... a shame u,OAG
you uneducated.,OAG
you uneducated?,OAG
you uneducated ;,OAG
you uneducated!,OAG
you uneducated...,OAG
homosexuality nature. thats.,OAG
homosexuality nature. thats ;,OAG
homosexuality nature. thats!,OAG
homosexuality nature. thats?,OAG
homosexuality nature. thats...,OAG
"arundhati kutiya lesbian, well known mollas kasturi looks like hijra",OAG
"arundhati kutiya lesbian, well dressed mollas kasturi looks like hijra",OAG
"arundhati kutiya lesbian, well as mollas kasturi looks like hijra",OAG
"arundhati kutiya lesbian, well, mollas kasturi looks like hijra",OAG
"arundhati kutiya lesbian, well called mollas kasturi looks like hijra",OAG
arundhati roy say savitha bhabi. job.... prostitution salary... 10 rupees per client codom else 20 rupees. working hour... 9 : 30 pm.,OAG
arundhati roy say savitha bhabi. job.... prostitution salary... 10 rupees per client codom else 20 rupees. working hour... 9 : 30 pm ;,OAG
arundhati roy say savitha bhabi. job.... prostitution salary... 10 rupees per client codom else 20 rupees. working hour... 9 : 30 pm!,OAG
arundhati roy say savitha bhabi. job.... prostitution salary... 10 rupees per client codom else 20 rupees. working hour... 9 : 30 pm?,OAG
arundhati roy say savitha bhabi. job.... prostitution salary... 10 rupees per client codom else 20 rupees. working hour... 9 : 30 pm |,OAG
zabardast video pratik bhai!!!... love video. the way of feminists.. i really loved it!! people know reality stupid nonsense called feminism. peace,OAG
zabardast video pratik bhai!!!... love video. the way the feminists.. i really loved it!! people know reality stupid nonsense called feminism. peace,OAG
zabardast video pratik bhai!!!... love video. the way. feminists.. i really loved it!! people know reality stupid nonsense called feminism. peace,OAG
zabardast video pratik bhai!!!... love video. the way that feminists.. i really loved it!! people know reality stupid nonsense called feminism. peace,OAG
zabardast video pratik bhai!!!... love video. the way to feminists.. i really loved it!! people know reality stupid nonsense called feminism. peace,OAG
she slapped liberals feminists face..,OAG
he slapped liberals feminists face..,OAG
and slapped liberals feminists face..,OAG
. slapped liberals feminists face..,OAG
i slapped liberals feminists face..,OAG
raveesh - feminist bitch,OAG
raveesh : feminist bitch,OAG
"raveesh, feminist bitch",OAG
raveesh the feminist bitch,OAG
raveesh a feminist bitch,OAG
great. bitch family knew it. expecting incidents coming days.,OAG
great. bitch family on it. expecting incidents coming days.,OAG
great. bitch family in it. expecting incidents coming days.,OAG
great. bitch family did it. expecting incidents coming days.,OAG
great. bitch family had it. expecting incidents coming days.,OAG
i hate ranu theme song,OAG
i hate ranu - song,OAG
i hate ranu love song,OAG
"i hate ranu, song",OAG
i hate ranu the song,OAG
ranu as person,OAG
ranu - person,OAG
"ranu, person",OAG
ranu political person,OAG
ranu is person,OAG
not indian culture. wowowowowowow i can bet they dont know the indian history lol have u never seen the sculptures of guy fucking a guy in delhi agra and other holy places??? bitch f u,OAG
not indian culture... wowowowowowow i can bet they dont know the indian history lol have u never seen the sculptures of guy fucking a guy in delhi agra and other holy places??? bitch f u,OAG
"not indian culture, wowowowowowow i can bet they dont know the indian history lol have u never seen the sculptures of guy fucking a guy in delhi agra and other holy places??? bitch f u",OAG
not indian culture? wowowowowowow i can bet they dont know the indian history lol have u never seen the sculptures of guy fucking a guy in delhi agra and other holy places??? bitch f u,OAG
not indian culture but wowowowowowow i can bet they dont know the indian history lol have u never seen the sculptures of guy fucking a guy in delhi agra and other holy places??? bitch f u,OAG
.,OAG
|,OAG
;,OAG
?,OAG
!,OAG
- randi,OAG
~ randi,OAG
* randi,OAG
said randi,OAG
james randi,OAG
these liberals favored creative storytelling imposing hypocrpt ideology,OAG
these liberals opposed creative storytelling imposing hypocrpt ideology,OAG
these liberals promoted creative storytelling imposing hypocrpt ideology,OAG
these liberals advocated creative storytelling imposing hypocrpt ideology,OAG
these liberals emphasized creative storytelling imposing hypocrpt ideology,OAG
what is k 377,OAG
what about k 377,OAG
what was k 377,OAG
what became k 377,OAG
what makes k 377,OAG
this is sick..,OAG
this was sick..,OAG
this feels sick..,OAG
this sounds sick..,OAG
this... sick..,OAG
i wonder govt impose nsa put behind bars. arundhati lunatic cancer country. she needs detained security agencies must kept forever prison sake peace.,OAG
i wonder govt impose nsa put behind bars. arundhati lunatic cancer country. she needs detained security agencies must kept forever prison sake peace!,OAG
i wonder govt impose nsa put behind bars. arundhati lunatic cancer country. she needs detained security agencies must kept forever prison sake peace?,OAG
i wonder govt impose nsa put behind bars. arundhati lunatic cancer country. she needs detained security agencies must kept forever prison sake peace ;,OAG
i wonder govt impose nsa put behind bars. arundhati lunatic cancer country. she needs detained security agencies must kept forever prison sake peace...,OAG
i think r narrow minded one. shit.,OAG
i think r narrow minded one. shit!,OAG
i think r narrow minded one. shit ;,OAG
i think r narrow minded one. shit?,OAG
i think r narrow minded one. shit...,OAG
stop.,OAG
stop!,OAG
stop?,OAG
stop ;,OAG
stop...,OAG
arundhati roy pros * * * * * * * pakistani generals hafiz sayeed... getting well paid...,OAG
arundhati roy pros * * * * * *. pakistani generals hafiz sayeed... getting well paid...,OAG
arundhati roy pros * * * * * * - pakistani generals hafiz sayeed... getting well paid...,OAG
arundhati roy pros * * * * * * with pakistani generals hafiz sayeed... getting well paid...,OAG
arundhati roy pros * * * * * * the pakistani generals hafiz sayeed... getting well paid...,OAG
fucking left wing feminists,OAG
fucking leftwing feminists,OAG
fucking left behind feminists,OAG
fucking left leaning feminists,OAG
fucking left right feminists,OAG
only one word feminists liberal... fuck chutiyoo... every preeti die guy like kabir singh.. flamboyant intelligent dashing moreover crazy caring.. taking care like princess.. period.. nothing wrong even character real world fucked,OAG
only one word feminists liberal... fuck chutiyoo... every preeti die guy. kabir singh.. flamboyant intelligent dashing moreover crazy caring.. taking care like princess.. period.. nothing wrong even character real world fucked,OAG
only one word feminists liberal... fuck chutiyoo... every preeti die guy is kabir singh.. flamboyant intelligent dashing moreover crazy caring.. taking care like princess.. period.. nothing wrong even character real world fucked,OAG
only one word feminists liberal... fuck chutiyoo... every preeti die guy except kabir singh.. flamboyant intelligent dashing moreover crazy caring.. taking care like princess.. period.. nothing wrong even character real world fucked,OAG
"only one word feminists liberal... fuck chutiyoo... every preeti die guy, kabir singh.. flamboyant intelligent dashing moreover crazy caring.. taking care like princess.. period.. nothing wrong even character real world fucked",OAG
is bro really dambooo,OAG
was bro really dambooo,OAG
did bro really dambooo,OAG
no bro really dambooo,OAG
my bro really dambooo,OAG
don't understand even allowed india. this urban naxali terrorist punched kicked.,OAG
don't understand even allowed india. this urban naxali terrorist punched kicked!,OAG
don't understand even allowed india. this urban naxali terrorist punched kicked?,OAG
don't understand even allowed india. this urban naxali terrorist punched kicked ;,OAG
don't understand even allowed india. this urban naxali terrorist punched kicked |,OAG
whenever not shown librandoos cry.,OAG
whenever is shown librandoos cry.,OAG
whenever are shown librandoos cry.,OAG
whenever ever shown librandoos cry.,OAG
whenever first shown librandoos cry.,OAG
i hate ranu mondal i hate voice fuck [ # ranu ] ( http : / / www. youtube. com / results? search _ query = % 23ranu ) _ mondal. mera jeisa kon kon. hit like...,OAG
i hate ranu mondal i hate voice fuck [ # ranu ] ( http : / / www. youtube. com / results? search _ query = % 23ranu ) _ mondal. mera jeisa kon kon - hit like...,OAG
"i hate ranu mondal i hate voice fuck [ # ranu ] ( http : / / www. youtube. com / results? search _ query = % 23ranu ) _ mondal. mera jeisa kon kon, hit like...",OAG
i hate ranu mondal i hate voice fuck [ # ranu ] ( http : / / www. youtube. com / results? search _ query = % 23ranu ) _ mondal. mera jeisa kon kon to hit like...,OAG
i hate ranu mondal i hate voice fuck [ # ranu ] ( http : / / www. youtube. com / results? search _ query = % 23ranu ) _ mondal. mera jeisa kon kon i hit like...,OAG
chutiya spotted. liberalism means that feminism represent said,OAG
chutiya spotted. liberalism means the feminism represent said,OAG
chutiya spotted. liberalism means what feminism represent said,OAG
chutiya spotted. liberalism means a feminism represent said,OAG
chutiya spotted. liberalism means how feminism represent said,OAG
the avengers fast furious extremely realistic!! bloody anpadh gawar hypocrite loser,OAG
bloody avengers fast furious extremely realistic!! bloody anpadh gawar hypocrite loser,OAG
! avengers fast furious extremely realistic!! bloody anpadh gawar hypocrite loser,OAG
mighty avengers fast furious extremely realistic!! bloody anpadh gawar hypocrite loser,OAG
- avengers fast furious extremely realistic!! bloody anpadh gawar hypocrite loser,OAG
and arya i fuck homosexual,OAG
for arya i fuck homosexual,OAG
""" arya i fuck homosexual",OAG
' arya i fuck homosexual,OAG
but arya i fuck homosexual,OAG
you gost!,OAG
you gost.,OAG
you gost?,OAG
you gost ;,OAG
you gost...,OAG
"chup, i always supported tym wrong",OAG
chup : i always supported tym wrong,OAG
chup and i always supported tym wrong,OAG
chup - i always supported tym wrong,OAG
chup... i always supported tym wrong,OAG
"freeze bank. n funding source n starve destitution, disease n death",OAG
"freeze bank - n funding source n starve destitution, disease n death",OAG
"freeze bank : n funding source n starve destitution, disease n death",OAG
"freeze bank, n funding source n starve destitution, disease n death",OAG
"freeze bank loan n funding source n starve destitution, disease n death",OAG
"well women rule majority households & even saying goes "" women r always right "", "" man listen wife "" etc complain about feminity?",OAG
"well women rule majority households & even saying goes "" women r always right "", "" man listen wife "" etc complain of feminity?",OAG
"well women rule majority households & even saying goes "" women r always right "", "" man listen wife "" etc complain against feminity?",OAG
"well women rule majority households & even saying goes "" women r always right "", "" man listen wife "" etc complain on feminity?",OAG
"well women rule majority households & even saying goes "" women r always right "", "" man listen wife "" etc complain for feminity?",OAG
